entity_name,source,instrument,record_date,amount_rs_cr,previous_amount_rs_cr,amount_raw_text,is_sublimit,rating_previous,rating_current,outlook_previous,outlook_current,action_type,is_confirmed_action,ambiguous,ambiguous_reason,provenance,row_seq,press_release_date,press_release_url,evidence_text,extracted_at
Bajaj Finance Limited,CRISIL,Cash Credit & Working Capital Demand Loan — Bank Of India,2026-07-29,390.0,,Rs.390 Crore,0,,Crisil AAA,,Stable,,0,0,"Facility-level breakdown from the annexure: a rated amount for this facility, not a rating action in itself.",bank_facility_annexure,,2026-07-29,https://www.crisilratings.com/mnt/winshare/Ratings/RatingList/RatingDocs/BajajFinanceLimited_July%2029_%202026_RR_401403.html,Cash Credit & Working Capital Demand Loan | 390 | Bank Of India | Crisil AAA/Stable,2026-09-09T17:05:39.585250+00:00
Bajaj Finance Limited,India Ratings,Bank loan — NA,2025-06-16,9308.85,,INR 93088.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,314,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Bank loan | NA | IND AAA/Stable / IND A1+ | rated amount 93088.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Bank loan(Unutilised) — NA,2025-06-24,10743.85,,INR 107438.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,273,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Bank loan(Unutilised) | NA | IND AAA/Stable / IND A1+ | rated amount 107438.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Bank loan(Unutilised) — NA,2026-04-27,10242.45,,INR 102424.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,250,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"Bank loan(Unutilised) | NA | IND AAA/Stable / IND A1+ | rated amount 102424.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Bank loan(Unutilised) — NA,2026-05-26,3092.45,,INR 30924.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,208,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"Bank loan(Unutilised) | NA | IND AAA/Stable / IND A1+ | rated amount 30924.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Bank loan(Unutilised) — NA,2026-08-25,2167.45,,INR 21674.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,40,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"Bank loan(Unutilised) | NA | IND AAA/Stable / IND A1+ | rated amount 21674.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-01-30,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,0,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-03-10,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,294,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-03-30,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,251,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-04-27,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,209,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-05-26,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,167,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-06-23,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,125,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-07-23,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,83,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-08-07,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,41,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Axis Bank Limited,2026-08-25,1150.0,,INR 11500 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,0,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Axis Bank Limited | IND A1+ | rated amount 11500 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Bank of Baroda,2026-01-30,200.0,,INR 2000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,1,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"CC/OD/WCDL | Bank of Baroda | IND A1+ | rated amount 2000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Bank of Baroda,2026-03-10,200.0,,INR 2000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,295,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Bank of Baroda | IND A1+ | rated amount 2000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Bank of Baroda,2026-03-30,200.0,,INR 2000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,252,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Bank of Baroda | IND A1+ | rated amount 2000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Bank of Baroda,2026-04-27,200.0,,INR 2000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,210,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Bank of Baroda | IND A1+ | rated amount 2000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Bank of Baroda,2026-05-26,200.0,,INR 2000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,168,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Bank of Baroda | IND A1+ | rated amount 2000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Bank of Baroda,2026-06-23,200.0,,INR 2000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,126,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Bank of Baroda | IND A1+ | rated amount 2000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,CC/OD/WCDL — Bank of Baroda,2026-07-23,200.0,,INR 2000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,84,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"CC/OD/WCDL | Bank of Baroda | IND A1+ | rated amount 2000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
